Ticker,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Price,from Open,Gap
CENT,0.64,1.85,0.0556,0.14529999999999998,0.2413,-0.0338,1.0781,65.32,49.5,0.0325,0.013300000000000001
CENTA,,1.78,0.052000000000000005,0.1249,0.2184,-0.008199999999999999,1.0609,63.92,44.64,0.0365,0.0129
CET,,0.56,0.0054,0.054900000000000004,0.1959,-0.0233,0.9222,61.06,36.06,-0.0025,0.0017000000000000001
CF,1.19,2.02,0.0431,0.09630000000000001,0.3678,-0.0359,1.3881999999999999,58.96,47.12,0.0208,0.0138
CG,1.36,1.01,-0.043,0.0197,0.18469999999999998,-0.0862,1.2715,46.22,34.55,-0.018500000000000003,0.0049
CHRW,0.72,2.47,0.038,0.0149,0.0233,-0.1192,0.6514,58.6,94.03,0.022099999999999998,0.0001
CHX,,1.29,0.2302,0.34630000000000005,0.9643,0.0165,7.0865,74.01,23.37,0.0414,0.0351
CI,0.84,6.23,0.0958,0.08539999999999999,0.1924,-0.0012,0.9462,67.82,230.62,0.0189,0.0079
CINF,0.65,2.9,0.10189999999999999,0.1528,0.3231,0.0138,1.2631000000000001,70.29,104.26,0.027999999999999997,0.0155
CIO,1.54,0.41,0.049699999999999994,0.0975,0.21170000000000003,-0.0803,0.7778,60.73,10.88,-0.0009,0.0187
CLAR,0.87,0.65,0.0172,0.0795,0.2816,-0.0323,1.2931,58.65,17.99,-0.0060999999999999995,0.0163
CLBK,,0.43,0.0508,0.075,0.2572,0.0023,0.6738,66.9,17.19,0.013600000000000001,0.0053
CLDX,2.73,2.02,0.012,0.2234,0.7237,-0.1313,16.4733,55.1,26.21,0.038,0.002
CMBM,,4.12,-0.0524,0.1499,0.9943000000000001,-0.1617,10.2409,49.56,40.13,-0.024300000000000002,0.0044
CNA,0.85,1.09,0.0353,0.1002,0.30210000000000004,-0.0131,0.7931,63.49,44.38,0.009300000000000001,0.0155
