,Consumer Cyclical,Basic Materials,Industrials,Technology,Consumer Defensive,Financial,Healthcare,Communication Services,Utilities,Real Estate,Energy
2021-04-04,12.474849094567404,12.195121951219512,10.732538330494037,9.45736434108527,7.339449541284404,6.086286594761171,4.450499545867393,4.135338345864661,2.8301886792452833,2.1739130434782608,2.0618556701030926
